utility_name,pwsid,effective_date,bill_frequency,bill_unit,usage_ccf,avg_household_size,et_amount,bill_type,service_charge,commodity_charge,bill,tier_starts,tier_0,tier_1,tier_2,tier_3,tier_4,tier_5,tier_6,tier_7,tier_8,tier_prices,tier_1_price,tier_2_price,tier_3_price,tier_4_price,tier_5_price,tier_6_price,tier_7_price,tier_8_price,median_income_category,approximate_median_income,check,bill_frequency_update
Mesa Water District,CA3010004,2014-01-01,Bi-Monthly,converted to kgal,9,2.55067236848885,8.96674904761905,Uniform,17.25,15.47,24.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62,2.7079482400000003,NA,NA,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Mid-Peninsula Water District,CA4110001,2017-07-01,Monthly,converted to kgal,7.78802490928772,2.44590544329498,3.90614977272727,Tiered,24,58.82,82.82,0-3-9-21,0,2.2441560000000003,6.732468000000001,15.709092000000002,NA,NA,NA,NA,NA,5.62-8.22-9.82-11.42,4.20405224,6.148987440000001,7.345870640000001,8.542753840000001,NA,NA,NA,NA,"$100,000 to $124,999",112500,1,Monthly
Millbrae  City Of,CA4110018,2017-07-01,bimonthly,converted to kgal,7,2.61590965500124,7.79275363636364,Uniform,10,28.005,33.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.984416,NA,NA,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Mission Springs Water District,CA3310008,2018-03-01,Monthly,converted to kgal,13.0812454205203,2.73110401856956,5.37855837209302,Tiered,11.36,25.6,36.96,0-13,0,9.724676,NA,NA,NA,NA,NA,NA,NA,1.9-2.59,1.4212988,1.93745468,NA,NA,NA,NA,NA,NA,"$35,000 to $39,999",37500,1,Monthly
Modesto  City Of,CA5010005,2016-09-01,Monthly,converted to kgal,16.0869413617504,2.79233914905073,4.69909954545455,Uniform,20.79,28.8,49.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79,1.3390130800000002,NA,NA,NA,NA,NA,NA,NA,"$45,000 to $49,999",47500,1,Monthly
Monrovia  City Of,CA1910090,2018-03-08,Monthly,converted to kgal,12.1832490980285,2.6012986065514,4.54427590909091,Uniform,30.56,22.05,52.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,1.3539741200000002,NA,NA,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Monte Vista Water District,CA3610029,2018-01-01,Bi-Monthly,converted to kgal,12,3.30531262237306,8.97299909090909,Budget,20.32,19.225,29.385,0-indoor-100%-150%,0,NA,NA,NA,NA,NA,NA,NA,NA,2.04-2.71-5.17-5.92,1.52602608,2.02722092,3.86742884,4.428467840000001,NA,NA,NA,NA,"$50,000 to $59,999",55000,0,Monthly
Montebello Land And Water Company,CA1910091,2017-07-01,Bi-Monthly,converted to kgal,7,2.66466841513676,8.88918909090909,Tiered,16.18,6.17,14.255,0-20-32,0,7.48052,11.968832,NA,NA,NA,NA,NA,NA,1.66-1.86-2.21,1.24176632,1.3913767200000002,1.65319492,NA,NA,NA,NA,NA,"$35,000 to $39,999",37500,0,Monthly
Monterey Park  City Of,CA1910092,2018-09-01,Monthly,converted to kgal,9.17858019847322,2.83159786458058,4.39287727272727,Tiered,21.25,22.02,59.5,0-7-13,0,5.236364,9.724676,NA,NA,NA,NA,NA,NA,2.33-2.53-2.71,1.7429611600000001,1.89257156,2.02722092,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Morgan Hill  City Of,CA4310006,2018-01-01,Monthly,converted to kgal,10.2876031592165,2.88113666519239,3.83589302325581,Uniform,27.07,23.04,50.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24,1.6756364800000003,NA,NA,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,1,Monthly
Morro Bay  City Of,CA4010011,2017-07-01,Monthly,converted to kgal,4.83452035399351,1.94728915662651,4.23512045454545,Tiered,28,31.26,59.26,0-3-10-50,0,2.2441560000000003,7.48052,37.4026,NA,NA,NA,NA,NA,5-7.5-10-13,3.74026,5.610390000000001,7.48052,9.724676,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
Moulton Niguel Water District,CA3010073,2018-01-01,Monthly,converted to kgal,10.060399397894,2.5881568461626,4.570905,Budget,11.22,18.02,29.24,0-indoor-100%-125%-150%,0,NA,NA,NA,NA,NA,NA,NA,NA,1.69-1.94-3.32-5.12-9.59,1.26420788,1.4512208800000002,2.48353264,3.8300262400000005,7.17381868,NA,NA,NA,"$100,000 to $124,999",112500,1,Monthly
Mountain View  City Of,CA4310007,2017-07-01,Monthly,converted to kgal,5.66962767499451,2.27719070069907,3.83076113636364,Tiered,15,35.15,50.15,0-3-15,0,2.2441560000000003,11.220780000000001,NA,NA,NA,NA,NA,NA,5.1-6.8-10.88,3.8150652,5.086753600000001,8.13880576,NA,NA,NA,NA,NA,"$100,000 to $124,999",112500,1,Monthly
Myoma Dunes Mutual Water Company,CA3310051,2016-06-01,Monthly,converted to kgal,26.7660993667999,2.4219096965211,5.99167261904762,Budget,14.67,35.81,50.48,0-indoor-100%-200%,0,NA,NA,NA,NA,NA,NA,NA,NA,0.97-1.41-1.5-1.63,0.7256104400000001,1.05475332,1.1220780000000001,1.21932476,NA,NA,NA,NA,NA,NA,0,Monthly
Napa  City Of,CA2810003,2017-12-01,Bi-Monthly,converted to kgal,8,2.60298742138365,7.49233004545455,Tiered,14.29,12.875,20.02,0-15-28,0,7.5,14,NA,NA,NA,NA,NA,NA,4.07-5.94-7.68,4.07,5.94,7.68,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Napa County Public Works - Lake Berryessa Resort Improvement District,CA2800526,2013-06-04,Bi-Monthly,converted to kgal,15,3,8,Uniform,57.5,21.6,50.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Napa County Public Works - Napa Berryessa Resort Improvement District (NBRID),CA2800526,2011-02-01,Bi-Monthly,converted to kgal,15,3,8,Uniform,32.5,22.44,38.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Newhall County Water District,CA1910096,2017-07-01,Monthly,converted to kgal,14.9144547794562,3.12187260168841,5.06169,Uniform,15.96,44.28,60.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.969,2.220966388,NA,NA,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
Newport Beach  City Of,CA3010023,2017-04-05,Monthly,converted to kgal,8.96703699265843,2.15651332705379,4.48602386363636,Uniform,17.27,27.62,44.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,2.30400016,NA,NA,NA,NA,NA,NA,NA,"$100,000 to $124,999",112500,1,Monthly
Nipomo Community Service District,CA4010026,2017-12-01,Bi-Monthly,converted to kgal,14,2.88494318181818,7.72685318181818,Uniform,21.25,34.47,45.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97,3.7178184400000003,NA,NA,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Norco City Of,CA3310025,2017-07-01,Monthly,converted to kgal,19.045525276828698,3.07628114715562,4.57674636363636,Uniform,39.42,42.28,81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,1.6606754400000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
North Coast County Water District,CA4110025,2018-01-01,Bi-Monthly,converted to kgal,5,2.58527628320096,7.63008863636364,Tiered,26.7,18.235,31.585,0-5-16-28,0,1.87013,5.984416,10.472728,NA,NA,NA,NA,NA,6.64-7.73-12.63-20.56,4.96706528,5.782441960000001,9.44789676,15.379949120000001,NA,NA,NA,NA,"$100,000 to $124,999",112500,0,Monthly
North Lone Pine Mutual Water Company,CA4900653,2002-01-01,Bi-Monthly,converted to kgal,15,3,8,0,12.5,0,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
North Marin Water District,CA2110003,2017-06-01,Bi-Monthly,converted to kgal,9,2.3770388712023,7.54619363636364,Tiered,15.75,16.76,24.635,0-19-56,0,9.5,28,NA,NA,NA,NA,NA,NA,5.01-7.99-13.91,5.01,7.99,13.91,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
North Marin Water District - West Marin,NA,2017-07-01,Bi-Monthly,converted to kgal,15,3,8,Tiered,15.75,57.375,65.25,0-12-27,0,6,13.5,NA,NA,NA,NA,NA,NA,8.55-11.84-18.99,8.55,11.84,18.99,NA,NA,NA,NA,NA,NA,NA,0,Monthly
North Tahoe Public Utilities District,CA0910002,2018-01-01,Monthly,converted to kgal,6,2.31419660390435,4.46011965909091,Tiered,42.02,0,65.3,0-6-41,0,6,41,NA,NA,NA,NA,NA,NA,0-3.06-5.24,0,3.06,5.24,NA,NA,NA,NA,NA,"$45,000 to $49,999",47500,0,Monthly
North Yuba Water District,CA5810006,2017-08-22,Bi-Monthly,converted to kgal,15,3,8,1.49*usage_ccf,9.41,11.175,15.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Norwalk Municipal Water System,NA,2017-07-16,Bi-Monthly,converted to kgal,15,3,8,Uniform,26.89,28.05,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74,2.7977144800000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Oak Park Water Service,CA5610043,2017-07-01,Monthly,converted to kgal,14.4859493851485,2.64660463274599,4.69904113636364,Tiered,28.02,89.59,117.61,0-7-28,0,5.236364,20.945456,NA,NA,NA,NA,NA,NA,5.71-6.52-8.06,4.271376920000001,4.87729904,6.029299120000001,NA,NA,NA,NA,NA,"$100,000 to $124,999",112500,0,Monthly
Oceanside  City Of,CA3710014,2017-01-01,monthly,converted to kgal,8.07529544764336,2.58848781766643,4.47429204545455,Tiered,20.19,19.78,39.97,0-14,0,10.472728,NA,NA,NA,NA,NA,NA,NA,2.45-3.06,1.8327274000000002,2.28903912,NA,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
Oildale Mutual Water Company,CA1510015,2012-01-01,Monthly,converted to kgal,18.1734079373292,2.55600933488915,4.9721825,Uniform,21.25,18.72,39.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.77049356,NA,NA,NA,NA,NA,NA,NA,"$35,000 to $39,999",37500,1,Monthly
Olivehurst Public Utility District,CA5805001,2017-01-01,Monthly,converted to kgal,15,3,4,Tiered,15,13.5,28.5,0-7,0,5.236364,NA,NA,NA,NA,NA,NA,NA,0-1.5,0,1.1220780000000001,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Ontario  City Of,CA3610034,2017-09-01,Monthly,converted to kgal,11.7959691584423,3.19979980397473,4.66939659090909,Tiered,0,28.78,28.78,0-15,0,11.220780000000001,NA,NA,NA,NA,NA,NA,NA,2.44-2.84,1.8252468800000001,2.12446768,NA,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
Orange  City Of,CA3010027,2018-01-01,Bi-Monthly,converted to kgal,13,2.93308726601635,8.89278545454546,Tiered,12.94,13.685,20.155,0-24-43,0,8.976624000000001,16.083118000000002,NA,NA,NA,NA,NA,NA,2.16-2.22-2.3,1.6157923200000002,1.6606754400000003,1.7205196,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Orange Vale Water Company,CA3410016,2016-01-01,Monthly,converted to kgal,17.2899241168912,2.37785990848293,4.4652870952381,Tiered,24.19,11.41,35.6,0-15,0,11.220780000000001,NA,NA,NA,NA,NA,NA,NA,0.66-0.66,0.49371432000000004,0.49371432000000004,NA,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Orchard Dale Water District,CA1910101,2017-07-01,Bi-Monthly,converted to kgal,8,3.18983382209189,8.73239636363636,Uniform,27.1,11.635,25.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2.057143,NA,NA,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Padre Dam Municipal Water District,CA3710037,2018-02-01,Monthly,converted to kgal,8.17762755334509,2.62725177707813,4.40659093023256,Tiered,35.19,53.48,91.68,0-18-40,0,13.464936000000002,29.92208,NA,NA,NA,NA,NA,NA,6.54-7.64-8.58,4.892260080000001,5.71511728,6.41828616,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Palmdale Water District,CA1910102,2018-01-01,Monthly,converted to kgal,15.9167345142718,3.3804843207945,5.25931318181818,Budget,36.23,17.81,54.04,0-indoor-100%-130%-160%-190%,0,NA,NA,NA,NA,NA,NA,NA,NA,0.84-0.97-2.75-4.14-5.35-6.87,0.62836368,0.7256104400000001,2.057143,3.09693528,4.0020782,5.13911724,NA,NA,"$40,000 to $44,999",42500,1,Monthly
Palo Alto  City Of,CA4310009,2017-07-01,Monthly,converted to kgal,8.4837765072787,2.44932354964458,3.77013704545455,Tiered,22.6,65.28,87.88,0-6,0,4.4883120000000005,NA,NA,NA,NA,NA,NA,NA,6.66-9.18,4.98202632,6.86711736,NA,NA,NA,NA,NA,NA,"$125,000 to $149,999",137500,1,Monthly
Paradise Irrigation District,CA0410007,2016-04-08,monthly,converted to kgal,12.0255520402368,2.2080216802168,4.373926,Uniform,33.34,19.48,52.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,1.2118442400000002,NA,NA,NA,NA,NA,NA,NA,"$45,000 to $49,999",47500,0,Monthly
Park Water Company,CA1010021,2016-06-01,monthly,converted to kgal,15,3,4,Tiered,32.96,87.58,120.54,0-9,0,6.732468000000001,NA,NA,NA,NA,NA,NA,NA,5.457-6.275,4.082119764,4.694026300000001,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Pasadena  City Of,CA1910124,2017-10-01,Monthly,converted to kgal,9.84088409928758,2.37267831629849,4.62881522727273,Tiered,17.51,16.32,33.83,0-9-16-20,0,6.732468000000001,11.968832,14.96104,NA,NA,NA,NA,NA,1.36885-2.91559-3.40171-4.13089,1.0239709802,2.18101293068,2.5446559689200003,3.0901205262800002,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Paso Robles  City Of,CA4010007,2017-07-01,Monthly,converted to kgal,10.3471635166409,2.64036326942482,4.48494181818182,Uniform,4.83,51.74,56.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.74026,NA,NA,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Perris  City Of,CA3310029,2018-01-01,Monthly,converted to kgal,12.0556982235902,3.55403288958496,5.07669636363636,Budget,11.7,31.11,46.11,0-30%-100%-150%,0,NA,NA,NA,NA,NA,NA,NA,NA,1.03-3.35-5.52-11.27,0.77049356,2.5059742000000003,4.12924704,8.43054604,NA,NA,NA,NA,"$40,000 to $44,999",42500,0,Monthly
Petaluma  City Of,CA4910006,2017-07-01,Monthly,converted to kgal,7.40521188753237,2.54245283018868,3.61564829545455,Tiered,9.57,28.18,37.75,0-4-8-16,0,2.992208,5.984416,11.968832,NA,NA,NA,NA,NA,3.52-3.95-4.5-5.35,2.63314304,2.9548054,3.3662340000000004,4.0020782,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Phelan Pinon Hills Community Services District,CA3610120,2017-07-01,Monthly,converted to kgal,9.9069938449337,2.83427076520602,4.99874795454545,Tiered,17.9,23.28,41.18,0-13,0,9.724676,NA,NA,NA,NA,NA,NA,NA,2.35-3.71,1.7579222,2.7752729200000004,NA,NA,NA,NA,NA,NA,"$45,000 to $49,999",47500,1,Monthly
Pico Rivera  City Of,CA1910042,2017-12-14,Monthly,converted to kgal,9.69882677507396,3.31087329898269,4.42998886363636,Tiered,14.56,12.78,27.34,0-8-12,0,5.984416,8.976624000000001,NA,NA,NA,NA,NA,NA,1.24-1.52-2.05,0.92758448,1.1370390400000001,1.5335066,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,0,Monthly
Pico Water District,CA1910125,2017-12-14,Monthly,converted to kgal,12.861795109732,3.45287187039764,4.42842795454545,Tiered,14.56,18.58,33.14,0-8-12,0,5.984416,8.976624000000001,NA,NA,NA,NA,NA,NA,1.24-1.52-2.05,0.92758448,1.1370390400000001,1.5335066,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,0,Monthly
Pinedale Community Water District,CA1010026,2015-07-01,Monthly,converted to kgal,11.6866494327057,2.43403093721565,4.87225348837209,Tiered,8.5,2.23,34.63,0-10,0,7.48052,NA,NA,NA,NA,NA,NA,NA,0-0.83,0,0.62088316,NA,NA,NA,NA,NA,NA,"$45,000 to $49,999",47500,0,Monthly
Pismo Beach  City Of,CA4010008,2017-06-01,Monthly,converted to kgal,6.99234817377914,1.88840453356582,4.17644095238095,Tiered,29.02,20.77,49.79,0-10-20-35,0,7.48052,14.96104,26.181820000000002,NA,NA,NA,NA,NA,2.97-3.67-4.34-5.93,2.2217144400000004,2.74535084,3.24654568,4.43594836,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Pittsburg  City Of,CA0710008,2017-01-01,monthly,converted to kgal,10.0192302245508,3.10337348022147,4.38026245454545,Tiered,24.29,35.67,59.96,0-1-15,0,0.748052,11.220780000000001,NA,NA,NA,NA,NA,NA,0.01-3.56-5.27,0.007480520000000001,2.66306512,3.9422340399999998,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
Placer County Water Agency,CA3110005,2018-01-01,Monthly,converted to kgal,13.9608624108338,2.50876074482819,4.43737618181818,Tiered,25.14,21.22,46.36,0-900-2800,0,673.2468,2094.5456,NA,NA,NA,NA,NA,NA,1.52-1.72-1.84,1.1370390400000001,1.2866494400000001,1.3764156800000003,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Pleasanton  City Of,CA0110008,2017-01-15,bimonthly,converted to kgal,10,2.76044400464656,8.75325272727273,Tiered,13.54,19.695,26.465,0-21-41,0,7.854546000000001,15.335066000000001,NA,NA,NA,NA,NA,NA,3.74-4.105-4.3354,2.7977144800000002,3.0707534600000006,3.2431046408,NA,NA,NA,NA,NA,"$125,000 to $149,999",137500,0,Monthly
Pomona  City of,CA1910126,2017-01-01,bimonthly,converted to kgal,10,3.4036198381843,8.74351454545454,Tiered,33.39,5.58,22.275,0-16-76,0,5.984416,28.425976000000002,NA,NA,NA,NA,NA,NA,0.96-1.75-3.13,0.71812992,1.309091,2.3414027600000002,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,0,Monthly
Port Hueneme  City Of,CA5610009,2012-07-01,Monthly,converted to kgal,6.75760578171794,2.93015030946065,4.25411113636364,Uniform,37.62,25.68,63.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,2.8425976,NA,NA,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Porterville  City Of,CA5410010,2017-07-01,Monthly,converted to kgal,14.7666274323989,3.30761734611012,4.68800848484848,Uniform,16.88,26.43,43.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79,1.3390130800000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Monthly
Poway  City Of,CA3710015,2017-01-01,bimonthly,converted to kgal,15,2.85879410571853,8.69127590909091,Tiered,18.64,37.26,46.58,0-200,0,74.8052,NA,NA,NA,NA,NA,NA,NA,4.96-7.07,3.71033792,5.28872764,NA,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Quail Valley Water District,CA1502724,2017-01-01,Monthly,converted to kgal,15,3,4,Uniform,77.66,74.85,152.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.99,3.7327794800000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Quartz Hill Water District,CA1910130,2018-01-01,Monthly,converted to kgal,22.1850029439201,2.85342353423534,5.20573840909091,Budget,29.95,65.79,95.74,0-indoor-100%-130%,0,NA,NA,NA,NA,NA,NA,NA,NA,1.11-1.51-2.79-5.23,0.8303377200000002,1.12955852,2.0870650800000003,3.9123119600000007,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Rainbow Municipal Water District,CA3710016,2018-03-01,Monthly,converted to kgal,19.3370042800397,2.42268830373546,4.73996181818182,Tiered,61.46,72.44,133.9,0-11-27,0,8.228572,20.197404000000002,NA,NA,NA,NA,NA,NA,3.64-3.86-4.27,2.72290928,2.88748072,3.19418204,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Ramona Municipal Water District,CA3710019,2018-01-01,Monthly,converted to kgal,13.5306791708767,2.95959846325443,4.46009522727273,Uniform,32.33,76.99,109.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69,4.2564158800000005,NA,NA,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Red Bluff  City Of,CA5210004,2012-07-15,Monthly,converted to kgal,13.5895238428914,2.38939713816561,4.43320551162791,Tiered,15.04,10.74,25.78,0-25-40-60-80-120-200-360-680,0,18.7013,29.92208,44.883120000000005,59.84416,89.76624000000001,149.6104,269.29872,508.67536,0.79-0.74-0.69-0.66-0.62-0.61-0.55-0.54-0.48,0.59096108,0.5535584800000001,0.51615588,0.49371432000000004,0.46379224,0.45631172000000003,0.41142860000000003,0.40394808000000004,"$25,000 to $29,999",27500,1,Monthly
Redding  City Of,CA4510005,2017-07-02,Monthly,converted to kgal,14.1036798914587,2.27583017573172,4.53473970454545,Uniform,20.16,19.14,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.357,1.015106564,NA,NA,NA,NA,NA,NA,NA,"$40,000 to $44,999",42500,1,Monthly
Redlands  City Of,CA3610037,2016-07-01,bimonthly,converted to kgal,19,2.64590450795767,10.1584423809524,Tiered,17.68,15.305,24.145,0-17-28,0,6.358442,10.472728,NA,NA,NA,NA,NA,NA,1.18-1.45-2.2,0.88270136,1.0846754,1.6457144000000001,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Redwood City,NA,2017-07-01,Monthly,converted to kgal,15,3,4,Tiered,27.38,93.18,120.56,0-9-21-41,0,6.732468000000001,15.709092000000002,30.670132000000002,NA,NA,NA,NA,NA,5.68-6.82-9.46-12.47,4.24893536,5.101714640000001,7.076571920000001,9.328208440000001,NA,NA,NA,NA,NA,NA,1,Monthly
Reedley  City Of,CA1010027,2018-01-01,Monthly,converted to kgal,10,3.29610096063289,4.76329954545455,Tiered,31.08,7.39,38.47,0-15-25,0,15,25,NA,NA,NA,NA,NA,NA,1.02-1.07-1.12,1.02,1.07,1.12,NA,NA,NA,NA,NA,"$40,000 to $44,999",42500,0,Monthly
Rialto  City Of,CA3610038,2017-01-01,Monthly,converted to kgal,15.3920265229505,3.66048773076046,4.86586681818182,Tiered,30.25,23.53,53.78,0-5-30-60,0,3.74026,22.441560000000003,44.883120000000005,NA,NA,NA,NA,NA,1.07-1.69-2.69-3.31,0.8004156400000001,1.26420788,2.0122598800000002,2.4760521200000003,NA,NA,NA,NA,"$45,000 to $49,999",47500,1,Monthly
Rincon Del Diablo Municipal Water District,CA3710018,2018-01-01,Monthly,converted to kgal,12,2.57030914555603,4.35205454545455,Tiered,34.23,62.39,96.62,0-6-25,0,6,25,NA,NA,NA,NA,NA,NA,6.68-7.7-8.14,6.68,7.7,8.14,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Rio Dell  City Of,NA,2017-07-01,Monthly,converted to kgal,15,3,4,3.04*usage_ccf*1.333,46.63,45.47,92.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Monthly
Rio Linda Water District,CA3010037,2017-07-20,Bi-Monthly,converted to kgal,17,2.91126279863481,8.94545590909091,Tiered,42.33,4.115,25.275,0-6,0,2.2441560000000003,NA,NA,NA,NA,NA,NA,NA,0-0.55,0,0.41142860000000003,NA,NA,NA,NA,NA,NA,"$100,000 to $124,999",112500,0,Monthly
Rio Vista  City Of,NA,2012-07-01,Monthly,converted to kgal,15,3,4,Uniform,45.02,8.4,53.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.4189091200000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Ripon  City Of,CA3910007,2018-01-01,Monthly,converted to kgal,17.555690850083,2.69177253478524,4.6581588372093,Uniform,31.7,15.62,47.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.66576628,NA,NA,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Riverbank  City Of,CA5010018,2019-07-01,Monthly,converted to kgal,15,3.09714175357281,4.5233725,Uniform,27.07,9.57,36.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Riverside  City Of,CA3310031,2014-04-22,monthly,converted to kgal,12.5340398063753,2.98062474359726,4.90063636363636,Tiered,13.99,14.29,28.28,0-16-36-61,0,11.968832,26.929872000000003,45.63117200000001,NA,NA,NA,NA,NA,1.14-1.83-2.85-4.1,0.85277928,1.3689351600000002,2.1319482,3.0670132,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
Riverside Highland Water Company,CA3610057,2016-06-01,Monthly,converted to kgal,17.5581061624451,2.7176539360873,4.96832772727273,Tiered,36.9,15.45,52.35,0-40-70-110,0,29.92208,52.363640000000004,82.28572000000001,NA,NA,NA,NA,NA,0.88-1.15-1.36-1.56,0.65828576,0.8602598,1.01735072,1.16696112,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Rohnert Park  City Of,CA4910014,2018-01-01,Monthly,converted to kgal,6,2.46961325966851,3.70140797727273,Tiered,20.2,14.62,37.32,0-4,0,4,NA,NA,NA,NA,NA,NA,NA,3.08-4.17,3.08,4.17,NA,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Rosamond Community Service District,CA1510018,2017-07-01,monthly,converted to kgal,12.6264910215519,2.93201236138884,5.19733840909091,Tiered,33.53,27.27,60.8,0-16-31-51,0,11.968832,23.189612,38.150652,NA,NA,NA,NA,NA,2.16-2.55-2.91-3.45,1.6157923200000002,1.9075326,2.1768313200000002,2.5807794000000004,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
Rowland Water District,CA1910194,2018-01-01,Monthly,converted to kgal,10.2888926355973,3.17900837089504,4.37245454545455,Tiered,33.44,28.6,62.04,0-9-16,0,6.732468000000001,11.968832,NA,NA,NA,NA,NA,NA,2.62-3.34-4.62,1.9598962400000002,2.49849368,3.4560002400000003,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Rubidoux Community Service District,CA3310044,2017-07-01,Monthly,converted to kgal,15.4753147741551,3.59868035190616,4.898905,Tiered,30.78,23.36,54.14,0-5-12-20-29,0,3.74026,8.976624000000001,14.96104,21.693508,NA,NA,NA,NA,1.14-1.51-1.84-2.16-2.69,0.85277928,1.12955852,1.3764156800000003,1.6157923200000002,2.0122598800000002,NA,NA,NA,"$45,000 to $49,999",47500,1,Monthly
Rubio Canyon Land And Water Association,CA1910140,2017-06-01,Monthly,converted to kgal,15.8033574628911,2.53139269406393,4.64306590909091,Tiered,31.5,43.97,75.47,0-12-26,0,8.976624000000001,19.449352,NA,NA,NA,NA,NA,NA,2.6-3.2-3.7,1.9449352000000002,2.3937664,2.7677924000000003,NA,NA,NA,NA,NA,"$100,000 to $124,999",112500,0,Monthly
