PWSID,Water System Name,Water System Classification,Water System Ownership,Physical location Address 1,Physical location Address 2,Physical location City,Physical location Zip,Website URL,Population Res,WR Type CODE,Water Rate Type,WR Num Tiers,WR Rate Updated,WR Rate Changes,WR Frequency,WR New Connection Fee,WR Connection Fee Updated,WR SF FBR,WR SF Amt per HCF,WR SF Amt Low,WR SF Amt High,WR SF Amt per HCF Low,WR SF Amt per HCF High,WR MF FBR,WR MF Amt per HCF,WR MF Amt Low,WR MF Amt High,WR MF Amt per HCF Low,WR MF Amt per HCF High,WR Subsidies,WR S FBR,WATER RATES Lifeline UUR VOLUME,WR S Amt Low,WR S Amt High,WR S Amt per HCF Low,WR S Amt per HCF High,WR S Amt Percent,WR CI FBR,WR CI Amt per HCF,WR CI Amt Low,WR CI Amt High,WR CI Amt per HCF Low,WR CI Amt per HCF High,WR I FBR,WR I Amt per HCF,WR I Amt Low,WR I Amt High,WR I Amt per HCF Low,WR I Amt per HCF High,WR LI FBR,WR LI Amt per HCF,WR LI Amt Low,WR LI Amt High,WR LI Amt per HCF Low,WR LI Amt per HCF High,WR AI FBR,WR AI Amt per HCF,WR AI Amt Low,WR AI Amt High,WR AI Amt per HCF Low,WR AI Amt per HCF High,WR O FBR,WR O Amt per HCF,WR O Amt Low,WR O Amt High,WR O Amt per HCF Low,WR O Amt per HCF High,WR FS Surcharges,WR FS FBR,WR FS Amt per HCF,WR FS Amt Low,WR FS Amt High,WR FS Amt per HCF Low,WR FS Amt per HCF High,WR Other Surcharges,WR Other Surcharges Description,WR OS FBR,WR OS Amt per HCF,WR OS Amt Low,WR OS Amt High,WR OS Amt per HCF Low,WR OS Amt per HCF High,WR AVG Mon Res Cost,WR AVG Mon Res Cost 6 CCF,WR AVG Mon Res Cost 12 CCF,WR AVG Mon Res Cost 24 CCR,SYSTEM,EAR YEAR 
CA1200643,BEACH CREEK MOBILE HOME PARK,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA1200588,SEAWOOD ESTATES MUTUAL WATER,Community Water System,Privately owned Mutual Water Company or Association,P.O. BOX 561,465 WESTGATE DRIVE,TRINIDAD,95570,,60,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA1200706,MIDWAY RV PARK,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA4500149,REDDING TRAVEL CENTER,Nontransient Noncommunity Water System,Privately owned business (non-community), 19483 Knighton Rd., ,REDDING,96002,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA4500338,SEVEN HILLS LAND & CATTLE COMPANY,Transient Noncommunity Water System,Privately owned business (non-community),28740 INWOOD RD,28740 INWOOD RD,SHINGLETOWN,96088,,,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3400149,RANCHO MARINA,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA4500072,HAT CREEK RESORT & RV PARK,Transient Noncommunity Water System,Privately owned business (non-community), , ,OLD STATION,96071,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA4100512,LOMA MAR MUTUAL,Community Water System,Privately owned Mutual Water Company or Association,8176 Pescadero Creek Rd. ,,Loma Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA1300583,CALTRANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA5500364,CHRISTIAN BERETS CONF. CENTER,Transient Noncommunity Water System,Privately owned business (non-community),CHRISTIAN BERETS CONF. CENTER,24884 HWY 108,SIERRA VILLAGE,95346,www.christianberets.org,,-,,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3701965,MATAGUAY SCOUT RESERVATION,Transient Noncommunity Water System,Privately owned business (non-community), 27955 Highway 79, ,SANTA YSABEL,92070,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3900991,LA TORRES PARK,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA3700935,WILDERNESS GARDENS PRESERVE,Transient Noncommunity Water System,Local Government, , 14209 Hwy 76,PALA,92059,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3705072,SANTA MARGARITA COUNTY PRESERVE,Transient Noncommunity Water System,Local Government,,37385 De Luz Road,Fallbrook ,92028,scott.hoover@sdcounty.ca.gov,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3700895,EL MONTE COUNTY PARK,Transient Noncommunity Water System,Local Government, , 15805 El Monte Road,LAKESIDE,92040,scott.hoover@sdcounty.ca.gov,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3700903,LAKE MORENA COUNTY PARK,Transient Noncommunity Water System,Local Government, , 2550 Lake Morena Drive,CAMPO,91906,scott.hoover@sdcounty.ca.gov,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3700011,LOUIS A. STELZER COUNTY PARK,Transient Noncommunity Water System,Local Government, 11470 Wildcat Canyon Road, ,LAKESIDE,92040,scott.hoover@sdcounty.ca.gov,,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3700930,POTRERO COUNTY PARK,Transient Noncommunity Water System,Local Government, , 25800 Potrero Park Drive,POTRERO,91963,scott.hoover@sdcounty.ca.gov,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3700931,VALLECITO COUNTY PARK,Transient Noncommunity Water System,Local Government, , Highway S2,JULIAN,92036,scott.hoover@sdcounty.ca.gov,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3700846,AGUA CALIENTE COUNTY PARK,Transient Noncommunity Water System,Local Government, , 39555 Great Southern Overland Stage Route of 1849,JULIAN,92036,scott.hoover@sdcounty.ca.gov,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3700072,WILLIAM HEISE COUNTY PARK,Transient Noncommunity Water System,Local Government, , 4945 Heise Road,JULIAN,92036,scott.hoover@sdcounty.ca.gov,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3705056,JESS MARTIN COUNTY PARK,Transient Noncommunity Water System,Local Government, , 2955 SR - 79,JULIAN,92036,scott.hoover@sdcounty.ca.gov,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3705058,SYCAMORE CANYON / GOODAN RANCH,Transient Noncommunity Water System,Local Government, , 13920 Highway 67,LAKESIDE,92071,scott.hoover@sdcounty.ca.gov,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3705065,OAKOASIS OPEN SPACE PRESERVE,Transient Noncommunity Water System,Local Government, , 12620 Wildcat Canyon Road,LAKESIDE,92040,scott.hoover@sdcounty.ca.gov,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3705059,SET FREE MINISTRIES,Transient Noncommunity Water System,Privately owned business (non-community), 18985 Highway 94, ,DULZURA,91917,ectlc.org,3,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3700023,COLEMAN CREEK VILLAGE,Transient Noncommunity Water System,Privately owned business (non-community), 2907 Washington St., ,JULIAN,92036,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3400418,CANNERY LANDING,Transient Noncommunity Water System,Privately owned business (non-community), 14450 STATE HWY 160, ,WALNUT GROVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA3701184,BUTTERFIELD RANCH,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA3600360,SEVEN OAKS MT RESORT MHP,Transient Noncommunity Water System,Privately owned business (non-community), , ,ANGELUS OAKS,92305,,15,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3700003,WHISPERING WINDS CATHOLIC CONFERENCE CEN,Transient Noncommunity Water System,Privately owned business (non-community),17606 HARRISON PARK ROAD,,Julian,92036,www.whisperingwinds.org,6,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA0300448,MALLO GOLD MINE PLAZA,Nontransient Noncommunity Water System,Privately owned business (non-community), 13828 Gold Mine Rd, ,PINE GROVE,95665,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3400444,SHERMAN LAKE MARINA,Transient Noncommunity Water System,Privately owned business (non-community), 5140 W Sherman Island Rd., ,RIO VISTA,94571,,,-,,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3702059,SKYLINE RANCH RV PARK & CAMPGROUND,Transient Noncommunity Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA1800515,LAHONTAN HEIGHTS HOME. ASSOC.,Transient Noncommunity Water System,Privately owned Mutual Water Company or Association,STONE ROAD - NORTH END OF EAGLE LAKE, ,SUSANVILLE,96130,,,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3700013,DESCANSO JUNCTION,Transient Noncommunity Water System,Privately owned business (non-community), 8306 Highway 79, ,DESCANSO,91916,,16.5,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3400376,SLOUGHHOUSE INN,Transient Noncommunity Water System,Privately owned business (non-community), 12700 Meiss Rd, ,SLOUGHHOUSE,95683,,,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA2702259,LHOIST NORTH AMERICA WS,Nontransient Noncommunity Water System,Privately owned business (non-community), 11771 Old Stage Road, ,SALINAS,93907,www.lhoist.us,,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,N/A,,,,SMALL,2014
CA5500120,49ER TRAILER RANCH,Community Water System,-,49ER TRAILER RANCH,23223 ITALIAN BAR RD,COLUMBIA,95310,www.49rv.com,51,BVUR,Base Rate + Variable Usage Rate,,,,M,,,37,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,43,,,,SMALL,2014
CA3400356,OWL HARBOR,Transient Noncommunity Water System,Privately owned business (non-community), 1550 W Twitchell Island Road, ,ISLETON,95641,,3,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,N/A,,,,SMALL,2014
CA5800901,FOOTHILL LIONS CLUB,Transient Noncommunity Water System,Privately owned business (non-community), 5667 FRUITLAND ROAD, ,LOMA RICA,95901,N/A,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA1503578,SUNNYGEM HULLING & SHELLING OPERATIONS,Transient Noncommunity Water System,Privately owned business (non-community),999 Cameron Pointe Circle, ,SHAFTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA3601096,CAL TRANS - C.V. KANE,Transient Noncommunity Water System,State or Federal Government,REST STOP,I-15; Post Mile 107.4, , ,gary.cranford@dot.ca.gov,,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,,,,,SMALL,2014
CA3601097,CAL TRANS - VALLEY WELLS,Transient Noncommunity Water System,State or Federal Government,I-15; Post Mile 161.1 - North Bound, ,SAN BERNARDINO, ,rickey.russell@dot.ca.gov,,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,,,,,SMALL,2014
CA3601098,CAL TRANS - FENNER,Transient Noncommunity Water System,State or Federal Government,HWY 40; Post Mile 105.5, , , ,erik_clarke@dot.ca.gov,,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,,,,,SMALL,2014
CA3600044,CAL TRANS - DESERT OASIS,Transient Noncommunity Water System,State or Federal Government,HWY 40 @ POST MILE 28.3,REST STOP, , ,arnold.harrison@dot.ca.gov,,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,n/a,,,,SMALL,2014
CA3301075,CALTRANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA3301082,CALTRANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA3302018,CAL-TRANS WILEY WELL REST STOP,Transient Noncommunity Water System,State or Federal Government, Wiley Wells Rest Area, ,BLYTHE,92225,ralph.garcia@dot.ca.gov,,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,None,,,,SMALL,2014
CA2800301,LAIRD FAMILY ESTATE,Nontransient Noncommunity Water System,Privately owned business (non-community), 5055 Solano Ave., ,NAPA,94558,lairdfamilyestate.com,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3400336,BROOKSIDE EQUESTRIAN PARK,Transient Noncommunity Water System,Privately owned business (non-community), 11120 bradley ranch rd, ,ELK GROVE,95624,brooksideshowpark.com,,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA2800027,NICKEL & NICKEL WINERY,Community Water System,Privately owned business (non-community), 8164 St. Helena Hwy., ,OAKVILLE,94562,nickelandnickel.com,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3400434,CARSON LANDSCAPE INDUSTRIES,Nontransient Noncommunity Water System,Privately owned business (non-community), 9530 Elder Creek Road, ,SACRAMENTO,95829,www.carson1975.com,,-,,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3400457,FLYING V STATION,Transient Noncommunity Water System,Privately owned business (non-community), 9700 jackson road, ,SACRAMENTO,95827,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,n/a,,,,SMALL,2014
CA3400286,CORDOVA GOLF COURSE,Transient Noncommunity Water System,Local Government, 9425 Jackson road, ,SACRAMENTO,95826,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,TNC commercial,,,,SMALL,2014
CA3400287,CORDOVA SHOOTING CENTER,Transient Noncommunity Water System,Local Government, 11551 Douglas RD., ,RANCHO CORDOVA,95655,, ,-,,,,,-,,, , , , , , , , , , , , ,-, , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-, , , , , , ,-,, , , , , , , ,,,,SMALL,2014
CA3400424,ARCO AM PM,Transient Noncommunity Water System,Privately owned business (non-community), 9701 jackson rd, ,SACRAMENTO,95827,,,-,,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3400113,CLIFF'S MARINA,Transient Noncommunity Water System,Privately owned business (non-community), , ,SACRAMENTO,95832,,3,-,,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA2800593,R RANCH AT THE LAKE,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA2800516,TUCKER ACRES MUTUAL WATER CO.,Community Water System,Privately owned Mutual Water Company or Association, P.O Box 645, ,CALISTOGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA2300636,CLEONE CAMPGROUND,Transient Noncommunity Water System,Privately owned business (non-community),24400 N. HWY 1,24400 N. HWY 1,FORT BRAGG,95437,www.cleonecampground.com,1,N/A,Not Applicable,,,,O,,,n/a,n/a,,,,,n/a,n/a,,,,,No,,,,,,,,n/a,n/a,,,,,n/a,n/a,,,,,n/a,n/a,,,,,n/a,n/a,,,,,,,,,,,No,,,,,,,No,,,,,,,,none. campground,,,,SMALL,2014
CA2300775,GREEN ACRES TRAILER PARK,Transient Noncommunity Water System,Privately owned business (non-community),23600 N. HWY 1,23600 N. HWY 1,FORT BRAGG,95437,,1,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,0,,,,SMALL,2014
CA2300757,GLENDEVEN INN,Transient Noncommunity Water System,Privately owned business (non-community),8205 N. HWY 1,8221 N. HWY 1,LITTLE RIVER,95456,,,N/A,Not Applicable,,,,O,,,n/a,n/a,,,,,n/a,n/a,,,,,No,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,n/a no water charge hotel business. water included in nightly charge,,,,SMALL,2014
CA2300519,COAST INN AND SPA,Transient Noncommunity Water System,Privately owned business (non-community),18661_  N   HWY 1, ,FORT BRAGG,95437,www.coastinnspa.com,1,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,No water rates. Motel business,,,,SMALL,2014
CA2300524,PINE BEACH INN,Transient Noncommunity Water System,Privately owned business (non-community),16801 HWY 1,16801 HWY 1,FORT BRAGG,95437,pinebeachinn@hotmail.com,1,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,none,,,,SMALL,2014
CA2300634,OCEAN'S EDGE ESTATES,Community Water System,Privately owned business (non-community),32850 MILL CREEK Drive, ,FORT BRAGG,95437,,250,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,no water charges,,,,SMALL,2014
CA2800299,FAR NIENTE WINERY,Nontransient Noncommunity Water System,Privately owned business (non-community), 1350 Acacia Dr .,Oakville CA,NAPA,94562,,1,N/A,Not Applicable,,,,O,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3700900,LAKE HENSHAW RESORT INC.,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA3400382,BRADSHAW RANCH GOLF COURSE INC,Transient Noncommunity Water System,Privately owned business (non-community), , ,SACRAMENTO,95829,www.bradshawranchgolf.com,,-,,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3400459,ON THE Y,Transient Noncommunity Water System,Privately owned business (non-community),   650/670 Fulton Ave., ,SACRAMENTO,95825,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3400383,BUILDING TRADES ASSOC,Transient Noncommunity Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA2701918,LOMAS DEL SOL MWS,Community Water System,Privately owned Mutual Water Company or Association, , 740 Via Del Lomas,Aromas,95004,,32,BUUR, Base Rate + Uniform Usage Rate: Single flat base rate charge plus a charge per 100 cubic feet (hcf) that is same regardless of how much is used.,,,,M,,,0.0325,35,,,,,0.0325,35,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,,96.95,,,,SMALL,2014
CA0300011,MELODY OAKS TRAILER PARK,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA3400401,PLANTATION MOBILE HOME PARK,Community Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA3701478,PHOENIX HOUSE FOUNDATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA2702320,HITCHCOCK RD WS #01,Nontransient Noncommunity Water System,Privately owned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMALL,2014
CA2702209,BIG SUR BAZAAR WS,Transient Noncommunity Water System,Privately owned business (non-community), 47520 HWY ONE, ,BIG SUR,93920,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
CA3400463,NATOMAS GOLF CENTER,Transient Noncommunity Water System,Privately owned business (non-community),3060 EL CENTRO RD, ,SACRAMENTO,95833,,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,N/A,,,,SMALL,2014
CA2800736,DOMAINE CHANDON,Nontransient Noncommunity Water System,Privately owned business (non-community), 1 California Drive, ,YOUNTVILLE,94599,www.chandon.com,,N/A,Not Applicable,,,,-,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,SMALL,2014
